,Tweet,len,metrics,source
10,"Is this pose familiar to you?

#intothespiderverse #sonyanimation #sony #marvel #spiderman #spiderverse #sonicoc #sonicartist #sonicocart #sonicthehedgehog #digitalart #digitaldrawing #digitalartwork #crossfirethehedgehog #sonicfandom #memes https://t.co/iY5aCj0PCi",265,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
11,@raiyokodevil46 @BROOKLYN_Spidey @_Spiderman @SpiderMan @JankyHoboSpidey @MarvelUK Thank you 😊😊😊,96,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
12,@MasterfulSpade Tony stark &amp; spiderman stannie right here ‼ Also they did Loki so dirty in infinity war,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for Android
13,"""With great power comes great responsibility, and greater enemies,""

📸: @ knowherenyc (Ig) 

@marvel @MarvelStudios @Sony @PaulTobin @claytonhenryart 

#spiderman #assassinspiderman #peterparker #marvel #hailhydra #avengers #milesmorales #spiderverse https://t.co/bQLeDXSRO5",274,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone
14,DLC Spiderman Patio Heater 😂 https://t.co/V7ZHM6xxu8,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
15,TFW you can't find your DVD of Sam Raimi's SPIDERMAN,52,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter Web App
16,"“Be yourself” Miles Morales ~~~~~~~~~~~~~~~~~~~~~
Game: Spiderman - Miles Morales
Captured by: @pepogamer1986
Developer: @insomniacgames 
~~~~~~~~~~~~~~~~~~~~~
Tag:
 #spidermanps5 #spiderman #milesmorales #milesmoralesspiderman #MarvelsSpidermanMilesMorales #VGPUnite https://t.co/nbn4ddWDCQ",291,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for iPhone
17,"Pictures of Spiderman looking suspicious in an aerary! NOW, PARKER!",67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
18,"Finally got spider-Drone working, hope you enjoy this photo while I swing around!&lt;3 #NYCWallCrawler #NYC #Spiderman https://t.co/5gSsgahiJg",142,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",PlayStation®Network
19,"Since spiderman gets iron mans glasses in #farfromhome , the little dude HAS to wear these glasses now. (I just popped the lenses out of some old sunglasses) 😂 he says BYE https://t.co/J9iGPxyiNN",195,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Instagram
20,You know those games that are so good they ruin genres for you? That's BOTW and Spiderman for me. Open world games will never be the same after the freedom of exploration in BOTW and the movement options in Spiderman. Which brings us to Watch Dogs Legion....,258,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
21,@h0llands99 Spiderman far from home,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
22,"@TrailerDrake this reminds me of that joke about superhero stories, eventually devolving into the reason like, say for reason, the fact we see bruce's parents die every movie. or uncle ben every other spiderman movie",216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
23,Playing photographer in Spiderman: Miles Morales on PS5. Starting to feel the Christmas vibes 🌨️☃️ https://t.co/6bp0IUmSD3,122,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
24,@maemae____x Just @ me and go 🌚 buy me those spiderman ones tho xx https://t.co/hNPyVkJFT4,90,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
25,"Check out our #eBay listing for Amazing #SpiderMan 378 Vol 1 #MarkBagley #CoverArt - #NEWSSTAND - #MarvelComics 
💥LINK IN BIO💥
.
.
#modernagecomics #comicshop #supportyourlcs #comicsforsale  #ebayseller #ebayshop #ebaysales #ebayresellers #ebaysellers  https://t.co/Au4qYZMDmL",276,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
26,@tomhollandsjuul Only relevant from spiderman stfu,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
27,Spiderman lands like a squirrel https://t.co/ebzeuAKTfe,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
28,@iamvium didnt know mans is spiderman,37,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
29,@AskPlayStation My spiderman miles morales keeps freezing on the title menu I've deleted the game reinstalled it updated it safe mode didn't help i have the digital ps5 and my spiderman only seems to work on ps4,211,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
30,"Least favourite superhero: ""Spiderman, because he's whiny""",58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
31,One of my exes has a very similar profile picture to @NaoiseDolan so when I stalk their Instagram stories I get confused and wonder why Naoise Dolan is playing Spiderman or watching Championship Football.,204,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
32,@will1886 @BROOKLYN_Spidey @_Spiderman @SpiderMan @JankyHoboSpidey @MarvelUK I love your drawing,96,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
33,Check out what I just added to my closet on Poshmark: Boys MARVELkids 6 hoodie Spider-Man web head nwot. https://t.co/rlj4Mb4fFO via @poshmarkapp #shopmycloset,159,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Poshmark
34,"Check out our #eBay listing for #WebSpiderMan 103 Vol 1 #AlexSaviuk #CoverArt - #NEWSSTAND - #MarvelComics #SpiderMan
💥LINK IN BIO💥
.
.
#modernagecomics #comicshop #supportyourlcs #comicsforsale  #ebayseller #ebayshop #ebaysales #ebayresellers 
 https://t.co/JzQlU2khvG",269,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
35,Ok spiderman : into the spider verse is actually goated,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 3}",Twitter for iPhone
36,@MasterfulSpade hi I’m I’m in love with the spiderman movies but I love all the marvel movies lolol,99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
37,Now that i think again Bully maguire is the best spiderman.,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
38,"@SavedYouAClickV By this logic, Spiderman into the Spiderverse would've been a big failure, but everybody loves that movie so",125,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
39,"Royal Rumble Special #8 - CELEBRITY MAYHEM 

#DwayneJohnson #KevinHart #SpiderMan #HarryPotter #GuardiansoftheGalaxy #themask #FantasticFour #GordonRamsay #JackSparrow #TMNT #friends #Shrek #joker #ChuckNorris #celebrity #RoyalRumble 

https://t.co/B5GYL3Z4JV via @YouTube",272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
40,@RealMoney_2k same here. I gotta spend the next 2 days doing hw nd rn im wasting time watching the Spiderman movie😐,115,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
41,@PapaBirdJake Remember how Spiderman as an adult runs into the issue that being spiderman takes up so much of his time and energy he cant afford to work to feed house and clothe himself sometimes. Like you dont get heart breaking scenes of Batman saving the city only to come home to a shithole,294,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
42,@sfctoby @OzilThings Spiderman shattered dimensions? BASED,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
43,"@RjSuspect Love That SW video Ross! 😆, Will you do more but I'm in it videos in the future like Spiderman (2002) and Lord of the rings?",135,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
44,"Get in here, Parker! You better have pictures of an elaborated Spiderman!",73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
45,"@ItsAmmon My was spiderman37483 (something like that) I named it like that because I saw a spiderman outfit and I want to see is I put spiderman in my name, then I'll get the suit",179,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
46,i feel like andrew garfield as spiderman is so underrated 🥺 nobody is talking about him https://t.co/wMkIKx3MkY,111,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
47,No body cares about spiderman lol https://t.co/yhafXsm5Wx,57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
48,@Element_Five Why don’t you guys just play demons souls or the new spiderman?,77,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
49,"Hot toys #spiderman homecoming reg #eBay #Canada #Auction #RetroToys #Retro #RetroToySearch
🔗 https://t.co/H2sACpVWKA * https://t.co/uSsJqdqNJl",143,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Racing Snail Post Service
50,@goal Manuel freaking Spiderman Neuer,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
51,Check out what I just added to my closet on Poshmark: New-LEGO#76149 - Marvel Spider-Man  -163pc. https://t.co/XG5pTEtFL7 via @poshmarkapp #shopmycloset,152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Poshmark
52,"Been off this week but had some reviews go live so let's share them.

First up is my review of #MilesMoralesPS5

It's a really fun game and Miles is great. I'm excited to see what Insomniac do next with the series.

https://t.co/Zd8sg6sPs0",239,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
53,"@SMPZA sky does minecraft butter compilation
guava juice
bath bomb
spiderman pizza theme
lemons vine comp
roblox
tobuscus
how to get Minecraft free 2020 free download no virus
happy wheels jack septic eye 
captain sparklez",222,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
54,"A certain Spiderman really needs a win today, Lions! #PSUPRIDE https://t.co/GtOZJR6Ypq",86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
55,"Check this out! King in Black #1 Preview - #kinginblack #MARVEL #marvelcomics #comics #comicbooks #news #mcu #art #info #NCBD #comicbooknews #previews #venom #carnage #eddiebrock #spiderman #symbiote #knull #scream #absolutecarnage
 https://t.co/fVmIwFlSlk",256,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Hootsuite Inc.
56,Good morning New York City! Hope everyone has a wonderful day&lt;3 Spidey out #NYCWallCrawler #NYC #Spiderman https://t.co/tcZmv7hl04,133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",PlayStation®Network
57,@suhnyeong I JUST KNOW JACKSON IS SCALING THE WALLS LIKE SPIDERMAN,66,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
58,Ran into Spiderman in the park and no Saturday morning will ever be as chaotically joyful 🕷 https://t.co/uuzLLmbafj,115,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
59,@MasterfulSpade i used to run a stan acc 😁 but my favs were always spiderman and dr strange they own my heart,109,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
60,"""Marvel’s Spider-Man: Miles Morales provides a reason to be excited for the future of the series.""

Read our full review of @insomniacgames latest @SpiderMan game here!

https://t.co/AubQYqTmDM",193,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
61,@IDolphinz @r3tard16 @NotxFer @bunnydelphine Yh its annoying dat cos i wanna those spiderman games and that samurai one too.,124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
62,@MUFCGeez Xbox &gt; PlayStation any day of the week but i NEED to play the spiderman games 😂,92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
63,This suit though...#SpiderMan #Marvel https://t.co/pZLRPYLxae,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
64,"Me: ”There is one thing I can do that Batman &amp; Spiderman can’t.”

My friend: Oh yeah! Like what?

Me: ”I can hug my parents.”",129,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
65,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
66,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
67,Classic Iron Spider?! Now that’s what I’m talking about! 🤩 #SHPOLL20 #Marvel #SpiderMan #SpiderManPS5 https://t.co/taGvGDKHuv https://t.co/cxwsdEQxoe,149,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
68,@happytwtpain he’s spiderman obviously,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
69,Spiderman https://t.co/7Fh8n7zkuU,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
70,@n_e_c_t_a_r_ kiss it and become spiderman,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
71,"I told you I was recording more :) 
NEW VIDEO OUT!!!
https://t.co/dlmCDuhy5f

#YouTube #YouTuber #subscribetomychannel #Video #Like #Likee #subscribe #smallyoutuber #SmallBusiness #smallstreamers #streamer #spiderman #ps5uk #PS5 #PS4 https://t.co/lA305M2fAS",257,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
72,"Parker, if you don't get me pictures of Spiderman with The Illustrative Deer, you're fired!",91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
73,Spiderman  Miles Morales All Ending https://t.co/qQZ9LPLzY6 via @YouTube,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
74,i love spiderman,16,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
75,Did you ever hear about Italian Spiderman?,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
76,"The Spider-man movie of 2002 is a classic and we're expecting a lot of correct answers✨

#zannoza #spiderman #trivia https://t.co/OhVuWit3ai",140,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hootsuite Inc.
77,spiderman apologize to bang yedam https://t.co/Xs5UYDjOVX,57,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
78,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
79,Gonna put some dirt in your eye. #SpiderMan #PS4share https://t.co/kJGZnjMszG,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",PlayStation®Network
80,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
81,"A saturday stream seem like the perfect time to play more Spiderman roight?
#PutYaMaskOnAndShutUp
https://t.co/5ZU8RUoCLc
#MilesMoralesPS5 #Spiderman #CumsUp #StreamWithPride #streaming #twitch #smallstreamer #streaminglive #twitchstreamer https://t.co/nKGIlNNvEJ",263,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
82,Milner does remind of the sandman from spiderman,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
83,"KiDi's Fresh Son Causes Stir In Cute Spiderman Costume
#GhNewsSummary
https://t.co/kLf3NscAQd",93,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",GhanaNewsSummary
84,Swinging Away My Sorrows on Spiderman  live at https://t.co/VmEsVWLNMR,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",PlayStation®Network
85,SPIDERMAN MILES MORALES Walkthrough Part 4 - Tinkerer (PS5) https://t.co/kQR0pEFr7U via @YouTube,96,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
86,@philsjwfu I love Ratchet &amp; Clank and Spiderman 2018 so I'm looking forward to it. Insomniac has been killing it.,117,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
87,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
88,ganke saying YOU’RE spiderman............. milesganke love....... they love 🥺🥺,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
89,"I love the last of us, marvel and the Spiderman game https://t.co/xTe3crtbGO",76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
90,@Yuishi00k omg i miss u spiderman,33,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
91,"Last chance to meet your Heroes of #PlayStation today 🎮 https://t.co/7L87VhAfaq 

Celebrate some of the most iconic games with @dicek2g (#GhostofTsushima), @YuriLowenthal &amp; @TaraPlatt from Marvel's #SpiderMan, Nadji Jeter (#MilesMorales) &amp; @TroyBakerVA (#TLoU). https://t.co/WSGNR9wOcL",293,"{'retweet_count': 10, 'reply_count': 3, 'like_count': 99, 'quote_count': 1}",Twitter Web App
92,"On this day in #SpiderMan cartoon history...

Spider-Man (1981) debuted ""The A-B-C's of D-O-O-M"" 39 years ago! https://t.co/ykSjVTq4I4",134,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",TweetDeck
93,"Last chance to meet your Heroes of #PlayStation today 🎮 https://t.co/h9H7cs2paF 

Celebrate some of the most iconic games with @dicek2g (#GhostofTsushima), @YuriLowenthal &amp; @TaraPlatt from Marvel's #SpiderMan, Nadji Jeter (#MilesMorales) &amp; @TroyBakerVA (#TLoU). https://t.co/sNwxQm8HGS",293,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 64, 'quote_count': 0}",Twitter Web App
94,"Last chance to meet your Heroes of #PlayStation today 🎮 https://t.co/LHTRaoR6kZ 

Celebrate some of the most iconic games with @dicek2g (#GhostofTsushima), @YuriLowenthal &amp; @TaraPlatt from Marvel's #SpiderMan, Nadji Jeter (#MilesMorales) &amp; @TroyBakerVA (#TLoU). https://t.co/NlC6ZkBGTz",293,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter Web App
95,"@marisaonfilm My top four from mcu are, endgame, avengers, balck phanter and winter soldier, but not from mcu are, deadpool, logan, into the spider verse and spiderman 2",169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
96,@floor13walls @gold3ndiana *insert the spiderman pointing to each other meme*,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
97,@WE_THE_BOYZ Wow amazing Spiderman 2,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
98,@WJC____ Spiderman ps4 &gt;&gt;&gt;&gt;,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
99,Spiderman https://t.co/OzAumkYYD6,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
100,Anna Spiderman Go Diego Go Style,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
101,"...moved to Iowa the next year and our annual traditions have stopped. But I'll never forget the memories - especially learning how to play Clue, watching Spiderman and Under the Sea, playing Othello and Connect Four, etc. (as well as making movies with my big old-fashioned...",277,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
102,"#JournalEntry from 12 years ago today.
Age: 13

FRIDAY, NOVEMBER 28, 2008
""Today, I played Chicken Invaders. It was very cun. I also played on the trampoline, and [we] did more on the movie[;] we watched a little bit of Spiderman (the first one). We also mostly finished the...",277,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
103,Parker! You're fired! Now get me pictures of Spiderman hurting an electrical engineer!,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
104,How many fighting styles does Spider-Man know in Insomniac's Spider-Man for the PS4 and PS5? Find out in my latest and most in depth video I've ever done! #SpiderMan #SpiderManRemastered https://t.co/YAdFutiBqY,210,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
105,"literally. Y'all can't let us have nice things because Everytime content comes, y'all fkn make a mess. How immature are y'all istg let the man catch a break he wears a fkn Spiderman suit for 12 hours in which even zendaya and Jacob have said is impossible for him to breathe. https://t.co/tWLFFXmMEp",299,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",Twitter for Android
106,i’m the ugliest spiderman i’ve ever seen in my entire life 😂😂😂😂😂😂 https://t.co/LuaqBs0gGF,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
107,"Into the spider verse best spider man movie hands down

Second is spiderman 2 and then spiderman homecoming",107,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for Android
108,V bucks or spiderman ps4 dlc,28,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 1}",Twitter for Android
109,@ComedyPear @ZuckerbergMemes Rich spiderman! Has an assistant!! Yo!!!,69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
110,"I'm fuckin' done. Salah down, time to finish my Spiderman.",58,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
111,need ps5 NOW need spiderman miles morales NOW need valhalla NOW need cyberpunk 2077 NOW,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
112,@EARTH_26496 Definitely spectacular spiderman,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
113,"The spiderman movies becoming the greatest trilogy after Spiderman3 gets released
https://t.co/eMVda5GPZa",105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
114,"@TapeYourWebcam There are just two kinds of objects: things (real/physical) or constructs (equivalence classes of brain processes). What you say is that ""god"" is element of the same ontological category as Rumpelstiltskin and Spiderman. I agree.",245,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
115,"When I was kid I thought that if a spider ""bite"" me,i would be Spiderman...",75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
116,"@JorgeGo96680870 @prageru LOL:  Satan, God, Yahweh, Elohim, Jesus, are all just storybook characters.
Nothing more.
They are no more real than Superman, Spiderman and Green Lantern.
You will get just as many prayers answered if you pray to Superman instead of God.",264,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
117,@TommyJH4 Also helps where ever you look their is something advertising the PS5 and Spiderman,93,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
118,"@missyou_weather When I was kid I thought if a spider ""bite"" me,i would be spiderman",84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
119,@tardinus Spiderman miles morales,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
120,He said enjoy spiderman-- https://t.co/8qTSPECiQh,49,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
121,@JezCorden This was me early on playing through Spiderman and Miles Morales. Mostly because games like that better lend themselves to clips/pics better. My Xbox playtime consists of competitive and cooperative experiences where I don't clip or share pics from.,260,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
