,Tweet,len,metrics,source
32,"Loving these Vulture head sculpts!!!

#spiderman #thevulture #marvellegends https://t.co/SDArz3DdAT",99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
33,"PS4
Spiderman 2
Shattered Dimensions https://t.co/RzORJafCOg",60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
34,"Why Spiderman: Homecoming is better than Spider-Man 2002

Read: https://t.co/DiJdzLvOzu",87,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitlonger
35,@Breadninja315 @SpiderMan What are you talking about,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
36,"@oliviamaeae Idk mate, I'd see the people with like the SpongeBob/Spiderman/Disney balloons a lot but not artists I don't think lol",131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
37,"@IanPBuckingham @BeTheRipple2020 @killick_alex @AndrewJacobsLnD @WilliamsThinks That's me Ian....brag, brag brag (all I do) ☺️😂
It was the Spiderman, wasn't it, that gave me away 🤔😉",181,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
38,@ElektraWintuor in my imagination a bombay boy is screaming aaveee as in cominggg to his friends and then jumping over rooftops like an indian spiderman to go meet him 👍,169,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
39,"To clarify, I don’t have a PS4, my brother does, and I’ve played multiple games through him. Doom 2016, SpiderMan 2018, and even some of the Tony Hawk remakes to name a few",172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
40,@Fuckyouitstom Croc from spiderman?,35,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
41,@TheDiorRemix FACTTSS im replaying 2018 spiderman all over,58,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
42,@DanSlott Batman and Superman have no hyphen. So why does it matter with Spiderman? It makes no difference 🤷🏾‍♂️ @DanSlott,122,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
43,@NemRaps The benchmarks look a lot easier than Spiderman 2018. Is this true?,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
44,"@bruh_name_ SAY LESSSSSS yeah I might get it on PS4 then cus I need ittttt
2018 Spiderman was so fire too on PS4",112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
45,"@Bandungfess mission imposible
aquaman
jurassic word
ready player one
the old guard
bloodshot
bad boys for life
geostorm
jumanji
starwars
avenger
the maze runner
spiderman far from home",185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
46,@driiftyfilm @loverboymedia @channel_pup @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ Isn't a hot take tho...,165,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
47,Why is the spiderman movie turned into a tribute for ironman😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
48,"@Ligusar_exe16 @mike06697 @Matthew75912479 No sir don't try to use the hypocrite trick on me. When did the good ps4 games come out like 2015, 2016,2017??? God of war came in 2018 ghost of tsushima literally came this year. Oh yeah and Spiderman came out on 2018. So what point are you making??",293,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter Web App
49,"@XboxP3 Hi phil, can i ask something ? will be continue bring old games from xbox 360 to #xboxseriesx ? for example Max Payne 3, Amazing Spiderman 1, all need for speed games etc... it is possible ?",198,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
50,"https://t.co/CYShYDLK7k How to transform into Superheroes VS  Star Wars - Superman transformations, Spiderman transformations, Hulk transformations, Iron Man VS Captain America, Batman, Joker, Black Panther, Thor, Wolverine.... Hulk &amp; All Superheroes Tranformations / How to Bea… https://t.co/vzGrpjcSlT",307,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
51,@bruh_name_ Gangggg 😭 I might just get the new Spiderman on PS4 icl,67,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
52,Sunflower จาก spiderman into the spider verse https://t.co/9EJp73LN1G,69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
53,I JUST REMEMBERED THEYRE FILMING SPIDERMAN 3 RN https://t.co/uzXR6GEtf9,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
54,Digging the Noir Suit #Spiderman #PS5 https://t.co/yNLeDdrDL3,61,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
55,@drfeelshattan @gjkcentral Yes captain marval is the best comic book movie cause it's make lot more  money then dark knight and spiderman 2,139,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter for Android
56,@YouTubeGaming Spiderman miles morales wish I could play :'( waiting for my youtube family to grow big so that I can make some money to buy,139,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
57,"#streaming @ 6:30pm we will be continuing some #SpiderManMilesMorales hope to see you all there 
https://t.co/n5J1p6x3ns
#spiderman #spidermangame #streamer #stream #twitch #streamer #twitchtv #TwitchStreamers",209,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
58,spiderman https://t.co/71EyGkbvwQ,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
59,A great soundtrack. https://t.co/j0bfAVzLV0,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
60,"@driiftyfilm @channel_pup @loverboymedia @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ Clout 😈
Though agree with it 🗿",172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
61,@KillFeedzx send me spiderman,29,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
62,#SpiderMan and The #Avengers discover an ancient connection between the Phoenix Force and #IronFist in this tale: https://t.co/EMvtDZgAzt https://t.co/4eNZ8g63za,161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
63,Even the Peter Parker/Spiderman stuff itself is very Universal Monster. All his arcs. Even the relationship stuff. Also It’s kinda why I love the organic webbing and how his powers are affected by his mood/sense of self,219,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone
64,What the hell am I witnessing this is definitely not spiderman in action it's random objects in action 🤣🤣🤣 https://t.co/VG9JbUyKyk,130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
65,Parker! Get me pictures of Spiderman looking knowledgeable!,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
66,I guess everyone is about to be in spiderman 3. 😂😂,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
67,@_sombreinternet @revengexstore #RevengexRegaleMoi Spiderman,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
68,More Carnage. #carnage #venom #symbiote #spiderman #marvel #comics #markers #sketchcards #variants #studio https://t.co/kp5oxuRNMJ,130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
69,j. jonah jameson 😔 hurts me everyday with his spiderman takes https://t.co/YsRJ5iWgQd,85,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
70,"Tom Holland is about to be in spiderman 3.
.
.
.
.
.
.
.
@TomHolland1996 😂😂",75,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
71,"@driiftyfilm @channel_pup @loverboymedia @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ @driiftyfilm though the MCU isn't my cup of tea, I wouldn't be lying if I said there were films that I actually enjoyed from this series like The Incredible Hulk, Doctor Strange, Ragnarok, and Infinity War",347,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
72,@Ryukiroku Prop hunt but over the expanse of the entire map with spiderman powers would be intense,98,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
73,"Since Cyberpunk and December doesn't exist, I felt like making my top 10 list of ps4 generation games. Basically if the games were released on ps4, they count for this list. 
Spiderman, Bloodborne and RDR2 would have most likely made the list if Ive played them https://t.co/20PXWZMPF6",285,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",Twitter Web App
74,i got a ps5 spiderman bundle for sale we can use mm and everything,66,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter Web App
75,"your strong and hunk neighbor, miles morales 🥵❤️

#male #milesmorales #spiderman #artwork #muscle https://t.co/kRrP0w6EOc",121,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",Twitter Web App
76,"GAMES:

NBA 2K21 - PS5 https://t.co/E9RjAt7As6

Spiderman Miles Morales PS5 https://t.co/SF90apioNW

Call of Duty Black Ops Cold War PS5 https://t.co/2WPiRM1rwT

Sackboy https://t.co/fQLHdVOowP

Demon’s Souls PS5 https://t.co/pZIG0jIXBs

WRC 9 PS5 https://t.co/oJDez65JzR!",272,"{'retweet_count': 17, 'reply_count': 2, 'like_count': 23, 'quote_count': 0}",Twitter for iPhone
77,"I got: Spiderman far from home

Reply to this tweet and I'll tell you a Marvel movie to choose your favourite characters from https://t.co/28gYVMaEp0 https://t.co/kCVeB9fuIK",173,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
78,i got the spiderman game https://t.co/LYK8jPBaoz,48,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
79,"// more evidence that Killgrave cared more about his vendetta with Spiderman and Daredevil than he did about Jessica. 

On top of being a monster, he's a weirdo. https://t.co/phN38BN8F2",185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
80,"Modern Superhero Villains: “I’m right about the world by my solution is Genocide/Fascism”

Raimi Spiderman Villain: “What if a dude was made of sand...wouldn’t that be fucked up?”",179,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter for iPhone
81,"@LeNerdyNinja I beat Animal Crossing (rolled credits and got 5 stars), Resident Evil 3, Kingdom Hearts 3, Star Wars Jedi Fallen Order, Gears 5, The Last of Us Part 2, Ghost of Tsushima, Tell Me Why, Mafia 2, Mafia 3, Marvel's Avengers (main story), and Spiderman Miles Morales... 🤔 https://t.co/L6paxKxQnM",305,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
82,"@geronimo_73 @PlayStation @PlayStationIT @PlayStationUK @PlayStationEU Demon s soul and sackboy for me :)
just finished spiderman; astro and dmc 5 last 9 days 😅",160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
83,spiderman ps4 is one of the most boring and stale open world games I've ever played https://t.co/FIsCO19eD4,107,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
84,"@driiftyfilm @channel_pup @loverboymedia @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ @MCUSpideyShots Man mcu is good, but the Spider-Man trilogy is still better",217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
85,@_luleto_ In spiderman ps4 it looks hideous but in Mcu it isn’t that bad,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
86,"@JamieKinnear2 That fair, it is a weird color palette for spiderman",67,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
87,@teslaownerssv Looks like spiderman's car to me,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
88,The spiderman suit stay on during sex,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
89,as much as i love technology advancing. watching people play the ps5 spiderman game and EVERYTHING being shiny and reflective is so weird,137,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for iPhone
90,"lrt, did not know i needed buff spiderman in my life",52,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
91,@NukaTaco @insomniacgames @PlayStation i finished it first time at 37 seconds i dint understand how people are having a hard time. maybe its because i played too much spiderman,176,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
92,The Spiderman the world needs. https://t.co/SHdRfbSF2P,54,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 8, 'quote_count': 2}",Twitter for iPhone
93,"@aylinguerrero6 like everyone simps over cap, bucky, spiderman but me? i have issues😐",85,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
94,"""That looks painful. Remember, threatening civilians is a very bad thing to do, Spiderman. Maybe that Bugle fellow is right..."" https://t.co/hLquTVAjst",151,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter Web App
95,@MarvelGames When we will get spiderman miles morals dlc,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
96,"The Raimi SPIDERMANs rule bc he just made a bunch of big budget Universal Monsters pictures, crossed out the names and put in Spiderman characters",146,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 15, 'quote_count': 0}",Twitter for iPhone
97,@mattlovescinema @driiftyfilm @loverboymedia @channel_pup @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ @MCUSpideyShots I agree with that as well,200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
98,"@driiftyfilm @loverboymedia @channel_pup @Browntable_Ent @SpideyFrame @Earth833 @_Earth_199999 @EARTH199999MCU @Countdown_SM3 @SpiderMan_MCU_ @MCUSpideyShots I agree with this on so many levels. Imo, the MCU makes the superheroes we know and love relatable to us, and elevates the story with the emotion. Phase 1 and 3 were movies that I grew up with, and Endgame for me was a legendary piece of cinema.",403,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",Twitter for Android
99,do you think spiderman turn off the dark would’ve been better if it came out like five years later,98,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",Twitter for iPhone
100,@philiplord Spiderman prop hunt,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
101,"What a beautiful day in NYC, hope everyone enjoys these photos!&lt;3 #NYCWallCrawler #NYC #spiderman https://t.co/GTyR5ZPQlP",124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
102,@PlayStation_LA Spiderman miles morales,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
103,"So I need a PS5 so I can play a buggy Spiderman sequel that could have been DLC, and a remaster of a 10 year old game I didn't even like?",137,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
104,"SE mishandling of the AVENGERS is one for the ages. Just literally had to make a cool ass game, like Sony did with Spiderman and it was easy money. Instead, they wanted all the money and flopped hard. Shame because the game's story mode was pretty fun, just super short.",270,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
105,"Spider-Man is off duty.

#coronavirus #spiderman #Marvel https://t.co/k35LpdwCFb",80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
106,@awpzel spiderman so hot,24,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
107,"GAMES:

NBA 2K21 - PS5 https://t.co/E9RjAt7As6

Spiderman Miles Morales PS5 https://t.co/SF90apioNW

Call of Duty Black Ops Cold War PS5 https://t.co/2WPiRM1rwT

Sackboy https://t.co/fQLHdVOowP

Demon’s Souls PS5 https://t.co/pZIG0jIXBs",236,"{'retweet_count': 15, 'reply_count': 1, 'like_count': 22, 'quote_count': 1}",Twitter for iPhone
108,@SpreenDMC watafac es spiderman,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
109,@_sombreinternet @rayhanrmi @revengexstore #RevengexRegaleMoi Spiderman,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
110,"@_UMBRAXIV_ its a picture of fucking spiderman bro i said it wasnt that good but its not that deep either, i wouldnt rock it but its better than u or ken's avi",159,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
111,@_sombreinternet @revengexstore #RevengexRegaleMoi SPIDERMAN,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
112,"SPIDER-MAN UNIVERSE Spiderverse Mystery Gift Box - Toys, Cards, Collectibles and More! – A mix of vintage + new products box - Available in Multiple Versions with FREE U.S. SHIPPING: https://t.co/2TVYqfTjeH via @etsy #spiderman #spiderverse #comics #comicbooks #SpiderManDay",274,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
113,"@JefferyxBball i remember watchin spiderman jacking off to one of the trailers

i wasn't able to watch it",105,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter Web App
114,@RealShiina Spiderman- Miles Morales,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
115,"@IGN Spiderman,  Ghost of Tsushima and Lost Legacy are the three best PS first party games of the PS4 generation.",113,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
116,"How do I remove a dick from the hole of a Spiderman 3 blu-ray disk. 

Asking for a friend",89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
117,"Checkout my gameplay on Spiderman miles Morales on PS4 https://t.co/xjGbXXx0F7

#PS4 #PlayStation #sony #spiderman #marvel #gamestop #ign #Gameplay @MKBHD @SRKUniverse @Twitch",175,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
118,"Next time, Parker, make the picture of a restrict Spiderman halfway decent!",75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
119,NEW INVENTION! 'The Kind Spiderman' is a nike pencil for $38,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
120,@Xbox spiderman the best game i have ever played. No hard feelings xbox,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
121,"I climbed on those...monkey half spheres and tried to be like Spiderman, only to fall face first into the concrete below, bleeding profusely and breaking my nose. You'd think I learned my lesson the first time...

No. I did it again a week later. I have a crooked nose now- XD https://t.co/MC3uOfDgUs",300,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",Twitter Web App
