,Tweet,len,metrics,source
0,Oh yeah!!! #Spiderverse 2 2020 #Spiderman #gwenstacy #spidergwen #spiderghost #sunflower @Marvel https://t.co/UV73RJOQuY,120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
1,After beating the main story of #SpiderManMilesMorales I stayed up way to late making this #BeGreater @PlayStation wallpaper @SpiderMan https://t.co/3gHqdRnBhT,159,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
2,@plushapollo reminds me of the time i made a kid cry bc he told me spiderman was real but flying fish werent so i was like “ur a dumbass spidermans fake” and punched him in ñike 3rd grade,187,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3,"@Schaffrillas movies with matt damon in it ranked

1 spirited away
2 spiderman I think 
3",89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4,"50,000 #Marvel #DC Last 5 Years Comic Lot Warehouse Find All NM/M 9.8 #SpiderMan #eBay #US #Auction #Comics #ComicBooks #ComicBKSearch
🔗 https://t.co/187C7dXXEJ * https://t.co/07f2Ea5ijW",186,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Racing Snail Post Service
5,@KoobieX__x Nope I WASNT WATCHING SPIDERMAN PORN WITH YALL i left the gc cus my dms broke,89,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
6,Check out what I just added to my closet on Poshmark: A Gift For Her COACH Marvel Crossbody Spider-man. https://t.co/5JuqHWZhaY via @poshmarkapp #shopmycloset,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Poshmark
7,เพลงธีม spiderman: homecoming https://t.co/otaB2pxaxZ,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
8,Spiderman https://t.co/W3lFgNs0hH,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
9,$40: Marvel Venomized Spider-Man Action Figure Disney Store Toybox #22 [NEW In Package] #Venomized #SpiderMan https://t.co/r0utr6WG5L https://t.co/RrVblHhrd7,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
10,$40: Marvel Venomized Spider-Man Action Figure Disney Store Toybox #22 [NEW In Package] #Venomized #SpiderMan https://t.co/r0utr6WG5L https://t.co/8QzZnKwMa6,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
11,@1884keith Found you as spiderman keithy https://t.co/BWvugb1zfL,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
12,$40: Marvel Venomized Spider-Man Action Figure Disney Store Toybox #22 [NEW In Package] #Venomized #SpiderMan https://t.co/r0utr6WG5L https://t.co/Ber2sTbbJ5,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
13,$40: Marvel Venomized Spider-Man Action Figure Disney Store Toybox #22 [NEW In Package] #Venomized #SpiderMan https://t.co/r0utr6WG5L https://t.co/BGQ8IgmQq2,157,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TweetDeck
14,"Part 3 of my playthrough of Spider-Man: Miles Morales! #SmallStreamersCommunity #SmallStreamersConnectRT
#smallstreamersupport
#spiderman #MilesMorales #twitchtv #TwitchTVGaming #PS5 #twitchaffiliate #pathtopartner 
https://t.co/J5mVRojYEA",239,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
15,@Simply_Evan_ @ryancoltlevy @JustMeIon @hunicrio @SpiderMan @SallyVoices @JustTaetertot @novasword @MacStarVA @AstelliaD Hey you have too man,141,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
16,SONY: Stop spiderman being a PS4 exclusive - Sign the Petition! https://t.co/SZjiHYTHyH via @CdnChange,102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
17,@KuraKuraBonito Umm Id say the Ultimate spiderman (the run that started in the 2000s),85,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for Android
18,i'm so happy i got myself spiderman miles morales AND a switch and animal crossing,82,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
19,"We are all Spiderman. 
Listening to Sunflower (Spider-Man: Into the Spider-Verse) by Post Malone &amp; Swae Lee on @PandoraMusic
https://t.co/GamRl45jma https://t.co/SKRFxvxm2u",176,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
20,Cash money for a picture of a footy Spiderman!,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
21,@Supa_Spiderman So happy for you ❤️,35,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
22,@xodalya now who would be silly enough to be fighting in a spiderman suit at 7am...,83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone
23,@ChaoticVA @ryancoltlevy @JustMeIon @hunicrio @SpiderMan @SallyVoices @JustTaetertot @novasword @MacStarVA @AstelliaD Woah wait- I’ve hardly done shit. If anything you’ve inspired me.,183,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
24,@StephenLindsey @Wario64 spiderman takes like two days but yeah i’m on the same boat with you,93,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
25,"Open Mike Eagle - Sweatpants Spiderman - Anime, Trauma and Divorce (2020)",73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",KEXP Playlist 2017
26,This needs to be an easter egg in the next Spiderman game @insomniacgames make it a hidden trophy https://t.co/hCxIBitBQt,121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
27,@dawnofthemilky That awesome have you seen jay Spiderman tweet.,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
28,@Marfoogle I'm a big gamer i work hard come home spend time with my gd and then I game. No hate just a hobbie I enjoy but I was playing spiderman notice that predictive gaming is also proven. Look at the c v irus and look at this 2018s spiderman tv. Thought I share and show its everywhere. https://t.co/FIfEwOecV2,314,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
29,"I Am Spiderman!  PS5PS5 - Playing Some Spiderman

https://t.co/xNEwTtQGbP",73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Streamlabs Twitter
30,@IGN Spiderman isnt the best superhero game but is the best spiderman game,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
31,@8ArmedWhore 'but miss octavius. how will this help fight spiderman?',69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
32,Spiderman: Miles Morales!! [Day 4] https://t.co/ydI00hyswo via @YouTube,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
33,"@ChazPierce3 Spiderman 2018, Miles was really good but Spiderman 2018 made me sob like a baby twice",99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
34,Spiderman Noir🥺He's still my fav🖤#FanArt #Spiderman https://t.co/E3l6pusNY7,75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
35,@JayExci None of these are as badly written as mcu spiderman though? So what's your point? Also mcu spiderman is just a rip off of miles,136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
36,"@MILKL0VER69 @Lilaaloo3 @Joe75223029 @THEAP99 @Naughty_Dog @thegameawards Disliking a game= Fat sweaty cheeto eating nerd who never brushes his teeth

i'd much rather have spiderman or somthin as the game of the year, but seeing as the game awards only takes in popular or corporate games, i wouldn't expect them to even consider it",332,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
37,@CadeAutismProud @chris17027340 @PlayAvengers Play on easy then cause im playing spiderman miles on ps4 hardest and its about the same as marvels avengers.,155,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
38,@KuraKuraBonito Thoughts on the whole Doctor Octavious superior spiderman run?,78,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
39,"@insomniacgames Spiderman Remastered is always crashing on my ps5, if Quality Mode is enabled. What can i do",108,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
40,SPIDER-MAN: INTO THE SPIDER-VERSE 2 Trailer Teaser (2022) #spoilers #tvnews https://t.co/GATrqJStCM,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RSS Masher - Dev
41,@SoopaKoopa4494 @LunarAmiya How come? I think the 3rd spiderman film did pretty good.,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
42,"Amazing Spiderman 75 (1969) $12 plus shipping 
**Reader copy** @ The Market Place Antiques and Collectibles https://t.co/UT9lBUhDZG",131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
43,No @jack you will NOT spam me with Spiderman posts! More LATINA  related research materials are required for this pandemic @twitter what can you do for a god?,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
44,"This was such an epic game!!!⚡ Loved it alot❤.Insomniac did great by sending Peter away which led Miles to fight his own battles and be his own Spider-Man🕷🕸 Ps. I loved the soundtrack ""On My Own by Jaden"" #InsomniacGames #Spiderman #Marvel #SpiderManMilesMorles #MilesMorales https://t.co/kpoyxzYT7n",299,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
45,"@IGN Ghost of Tsushima was the most overated, boring, repetitive game since Spiderman ps4. Dont even bother trying to change my mind. Played both for over 20hrs until I couldn't bare another second of them",205,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
46,Spiderman if he went to an Inner-City Public School https://t.co/tOFngJv9f8,75,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for Android
47,"New post! 

The latest news from the MCU! 

#Blogger #Marvel #MCU #Spiderman #Thor #Wandavision 

https://t.co/keaZKu9P7L https://t.co/FIXafIQ6ZF",145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
48,"Pictures of Spiderman looking tricked! NOW, PARKER!",51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
49,Marvel Legends Spiderman 6” Action Figure - https://t.co/aazkQSlKQA #actionfigure #marvel #toys https://t.co/o3yv914X1T,119,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RSS Ground
50,"MCU Spiderman is a crybaby,, bye https://t.co/MpmRtlmSWZ",56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
51,Wow the dude has three follower but im sure he represent all of Spiderman twitter. https://t.co/eLMdKZjBQo,106,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for Android
52,@_su_gibi He's a spiderman not spider.,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
53,"Get @ my new YouTube Video 
A little clip of the new Spiderman (ps4 gameplay)
Like and subscribe and pls retweet!
https://t.co/v2UaSi8GPC",137,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
54,"Amazing Spiderman 86 (origin of Black Widow)
$35 plus shipping @ The Market Place Antiques and Collectibles https://t.co/aP1ylnNBwJ",131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
55,"@pushsquare Minecraft - 563
Fortnite - 175
Marvel’s Spiderman - 139
Red Dead Redemption 2 - 112
God of War - 47",111,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
56,Peter Parker selling spiderman pics is his own version of onlyfans,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
57,"Been saying this, there’s not even any new games except spiderman 😂 you can literally play all the same games on the old consoles still. People just rushing to be the first ones and for what? https://t.co/MjGwsdO71V",215,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
58,"Finally got the Platnium trophy for Spiderman after about 2 years of owning the game. 
#PlayStationTrophy #PS5Share, #MarvelsSpiderManRemastered https://t.co/K1oSzPEWna",168,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",PlayStation®Network
59,#training whit #Spiderman #marvel #superhero #Superheroes #MarvelsSpiderMan https://t.co/PF3bn7tvwq,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
60,Bruh it’s so fun. It’s not as hard as Spiderman tho.thank God https://t.co/wIx50laT0r,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
61,Boutta hop in the shower then stream SpiderMan 😈,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
62,"@lucaslu_ckli Dude, you just played AC Vallah &amp; SpiderMan at 4k and then went back to play AC unity at 900p ofc you will see a big difference 😂",147,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
63,@EARTH_96283 No tom spiderman toys were available not even one,62,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
64,@JyotsahibSingh Dude the first amazing spiderman is my favorite spiderman film,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
65,"@TwoPoundPunt Best Spiderman film going.

Story and art style are sick!",71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
66,@bearly_beaver @ImAkk0 @Xbox PS: So Corona made Halo delay and not the fan backlash for a bad looking game... Also if this is the case why we god Spiderman Miles Morales or Demon Souls or Sackboy or Nintendo with Zelda Age of Calamity or soon No More Heroes 3. Why can Sony and Nintendo make games in Corona?,308,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
67,"Roc Nation Brunch back at it again.
Let me play Spiderman in peace https://t.co/hTxlj6C6r2",90,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
68,@DynamoSuperX Spiderman PS4,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
69,@judicarlee_ He was probably busy thinking about spiderman,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
70,"@Cipa100 @TheFunny_mp4 AHEM:
Spider Man- Shattered Dimensions
The Amazing Spider-Man 2
Ultimate Spider-Man
Spiderman 2
And many more.",133,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
71,"I have so many flipping stories to tell right now.

I'm starting off with #StarWars and #SpiderMan...then, Black Tar Country. Of course, they're going to be my own versions!

I wish I had an artist! Also, I need to find an extra hand ASAP! https://t.co/PhPCMI11PX",263,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
72,"Wonderful Spider-Man: Far From Home Birthday Invitation, https://t.co/cf2AxQ2eLx
#birthdaydecoration #birthdayinvitation #BIRTHDAYINVITE #BIRTHDAYPARTY #spiderman #spidermanbirthday #spidermancard #spidermandecor #spidermandecoration #spidermaninvitation #spidermaninvite https://t.co/OEnDghU4Cq",295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
73,Spiderman is completed. #PS4share https://t.co/kehXmsqFSO,57,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",PlayStation®Network
74,You know what to do PlayStation 5 and Spiderman let's have it https://t.co/pOR07N5oLA,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
75,@spidadmitchell you wanna be black spiderman you better listen to kaden the Wizard you son of bitch. I  helped your jazz team more than Bryan chow ever will. You thinks funny to send a pussy parker my way to troll me with a camera. Like I’m some alien animal. Better say sorry. https://t.co/T7xAriUphm,301,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
76,@ShaneBr00ks I’m watching Spiderman I can’t even watch anymore lmao https://t.co/wAwxtzAwTc,91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
77,@csmitroyalfan2 Even sprung for the ultimate edition of spiderman they the real MVP :),86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
78,@IGN Spiderman ps4 was incredibly boring.,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
79,"Mofo is already streaming Spiderman 😥
Na so I go dey watch back to back gameplay 😭",82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
80,@emilyhdezorozco spiderman?,27,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
81,"@Croc_Block DC- the trinity + joker and Harley Quinn
Marvel - spiderman, hulk and x-men",87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
82,"Next time, Parker, make the picture of Spiderman hurting a plastic worker halfway decent!",89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
83,"@Twitch Since we are in pretend land, I would be playing Spiderman on my new PS5! ❤️💯",85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
84,Finishing up Spiderman Miles Morales!  https://t.co/Gi8BprWcYe,62,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Streamlabs Twitter
85,@tylermanjones @Mcarroll84M @LukeStephensTV also we don't see him since otto pushed him away in spiderman ps4,109,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
86,@TheTechHype i want to play the new spiderman and my laptop broke so i cant afford it,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
87,just learned that the spider is a character in spiderman turn off the dark,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
88,"@humid1x @FireDragons52 @Sanretros @thorofficial You're the dumb one, Sony own part own Spiderman and own the rights for the films and games. They do not own Spiderman in terms of comics and merchandise.
Sony also own Venom but he's in Fortnite, you're point doesn't make sense.",278,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
89,@_NotoriousDRE Bro I told you don't nobody want that shit. Casuals etc etc want games. Hey we got spiderman and a black spiderman...done lol,140,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
90,@ManOfPerson Take a break by watching spiderman,47,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
91,SpiderMan can cum and get it https://t.co/UIA73PXboe,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
92,@DutchessKat Spiderman,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
93,"@ChiaraFongM Uncle Ben, ""Spiderman""",35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
94,"Who else loved the new suit?

#Spiderman #SpiderManPS4 #PhotoMode #VirtualPhotography #VGPUnite #PS4share https://t.co/v0wm22LS8h",129,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
95,"@benitobreal @Bobross2005 @ImAkk0 @Xbox 5 hours long single player... Sure Horizon was I think over 50 hours, Spiderman over 20 hours but sure 5 hours whatever you say. If you don't care is fine but what reason then I have to purchase a Xbox if all games are also available on other platforms + more games. Tell me why?",319,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
96,dressed up as spiderman for super hero day at work but no one else dressed up so now all the customers just look at me like im deranged 😔😔😔😔,140,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 20, 'quote_count': 0}",Twitter for iPhone
97,"You are an amazing girl that I met in shake it up and since then I fell in love with your acting and your talent, in spiderman I decided that I would be your big fan and in euphoria I didn't regret it a bit. Big Emmy winner.
#meandzendaya https://t.co/MjR1rNAztw",262,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",Twitter for Android
98,@AverageUsers Yo wtf is spiderman swinging off of,49,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
99,"@Durrtydoesit @dark1x Spiderman does RT reflections on buildings, but those reflections are running internally at half-resolution, as it's hardware demanding.

It also cuts the framerate in half. There's definitely cutbacks to achieve that.",240,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter Web App
100,@natashsophia Gonna look like spiderman 3 toby maguire,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
